LNR,RESPONSE
73985,0.029814071925554204
74299,0.004112073918800995
74310,0.026615134056964473
74312,0.02216961300809488
74619,0.008888946539502226
74620,0.0036614281297057253
74627,0.003208250345484863
74938,0.004740997485725472
74952,0.006468436833356624
75911,0.004004325310318392
75913,0.004420582079070679
76221,0.004576603530392251
76227,0.007532115285532838
71448,0.004006220773524555
15887,0.005526768701494333
15498,0.0066935943749783944
15504,0.02202142458116207
15507,0.005269894757247317
15521,0.004970258054829818
24403,0.004523931347142865
24100,0.021628164984026494
24436,0.006027500187077886
24440,0.004840088835257066
24442,0.012216396658956633
24148,0.005210050443575659
24149,0.004571006927647285
24155,0.004529886041829509
24458,0.003352711999937231
24169,0.021906698638691702
24477,0.0374758489750513
24479,0.004638987397926133
24486,0.007331425372165226
24190,0.022220812546413407
24515,0.02013680030995576
24214,0.026782483978379172
25183,0.012216396658956633
25207,0.004063062455243583
24889,0.021613969899310394
24890,0.004273696322904623
25226,0.011840916362234112
25232,0.012569344046508052
25244,0.0038473672952978252
25339,0.004750420450597048
25355,0.02365836698943762
24958,0.005373236887388655
25277,0.005260103554691101
25286,0.02216917352986269
24988,0.012216396658956633
25298,0.004735652509974495
25309,0.025699678609575526
25315,0.003976702764356915
25014,0.012216396658956633
25322,0.003723554909452392
25333,0.020734355966943525
25025,0.012925221715465368
24726,0.006075973566124538
24735,0.012216396658956633
25055,0.005196700444755124
25056,0.005627222534289256
24746,0.02244763284516924
25061,0.004522971051251164
25067,0.005759748828494191
25074,0.003380832102974985
24773,0.004854614305996484
25080,0.012216396658956633
25086,0.02384353062551485
25088,0.0047512235975436376
24777,0.00526489133782576
24796,0.0052171211588304
25104,0.004024572976590022
24806,0.011989530323544845
25118,0.005762925349615478
24822,0.012216396658956633
82811,0.02471901078085333
83449,0.03132502859828516
83459,0.012216396658956633
83770,0.012216396658956633
84091,0.00405863457486028
84096,0.004820712283723318
84737,0.018457858009576066
85048,0.012019733856550939
85049,0.026036007921082648
85051,0.005979523292001239
85369,0.005095180808640023
85374,0.01417233352989389
85380,0.017751463775824938
82190,0.0033787472549945416
82505,0.012265280482775875
82515,0.0049492963137205016
82517,0.0045224004703130274
82821,0.013079216878526777
83140,0.012919681666455638
788,0.004379589662519765
1102,0.0034509836480831157
1109,0.0060697101318032964
821,0.003510923525066725
829,0.004572693714626814
837,0.024326723363961023
845,0.012851687692816088
1163,0.022650033531297693
861,0.012216396658956633
899,0.00646761478787705
1207,0.029502419287807474
906,0.004017099817411525
1221,0.026727407429148427
1545,0.0049216691585196645
1546,0.025280497470051923
1555,0.00598327538606087
1556,0.023171789734376093
1879,0.004455982199252752
1885,0.02158218502815946
1593,0.004369448425645077
1902,0.024339373479588575
1611,0.004455666437260469
1921,0.004356732153897751
1927,0.0218564839377428
1651,0.004098098742220407
1978,0.024830584913992988
1718,0.0049540411445648
1722,0.004572240063584154
1734,0.01963275220235116
41705,0.0051965824341694165
41711,0.012216396658956633
41712,0.005499512965206625
42029,0.007076526267203297
42347,0.01269864718018247
42352,0.006401820151401804
42353,0.004227322841038051
42671,0.019075118323984515
42987,0.003594790793518923
43310,0.004809780968450687
43627,0.006530278465351656
43629,0.006650799169855736
43945,0.011884939637927073
43953,0.004950918995231833
43954,0.025779830327014294
43961,0.006253657112321146
44280,0.0041653623936537916
44917,0.004594278197919873
44924,0.021612090176355896
44927,0.0055378066286417464
45244,0.0038729691680310313
45570,0.018910158809608286
45584,0.01833565388853472
41721,0.0046071384502254864
41739,0.012216396658956633
42054,0.01865190482757934
42369,0.0045147101016130625
42689,0.004542928048746155
43019,0.004482196917839902
43331,0.025254937812967913
51328,0.006816113674308071
51644,0.020777261479439757
51653,0.021655151712010923
51969,0.0053309010858352416
52308,0.02460578681491092
52310,0.006551920884276302
52626,0.025516552631754712
52638,0.005189631192833063
52940,0.004194794541480774
52954,0.026647120156079875
55194,0.012154474617244254
55196,0.013460327278120025
55526,0.012216396658956633
55847,0.0052040924238698945
55848,0.012216396658956633
51024,0.012216396658956633
51031,0.007393831826948078
51342,0.023036984201176103
51348,0.01487053762756304
51666,0.006322081498430366
51674,0.003887115253621997
51680,0.030978747738830838
52331,0.005321358425389866
53302,0.012216396658956633
82163,0.029109155010545458
82481,0.0077059340606058
82498,0.013203099554046319
55852,0.012216396658956633
55858,0.007108214617027919
55859,0.00384625493172143
51037,0.012216396658956633
51039,0.004364477181640226
51683,0.0219083532661473
51685,0.004299085208162144
51695,0.018614867005442525
51702,0.005155815925967785
52343,0.02040651363468029
52353,0.012019733856550939
53314,0.012216396658956633
53322,0.012686624655561451
53950,0.025018039860069747
54597,0.0046221622202235425
54925,0.005370383942485048
55245,0.030827508159882493
55558,0.012521883167477592
55882,0.01917259187305357
51384,0.0048481124720311485
51703,0.024632270558954533
51706,0.006396980428600092
51711,0.024750860366105954
52041,0.00396798409568008
52047,0.005655813980149046
52369,0.01639774447075279
52689,0.004596972504776663
53331,0.007405599441903961
53341,0.0036546124116417986
63455,0.02266428542928839
63780,0.004058252618004458
63783,0.012216396658956633
64096,0.006883790517961143
64104,0.0042442793675557065
64109,0.007133708996898698
64422,0.005583751550886336
65391,0.012216396658956633
65705,0.0038866438312828845
65709,0.004163710243497067
61568,0.011895632030305444
62203,0.005344980810392433
62850,0.004718594488104513
62851,0.024897518675659557
63164,0.005702349809201823
63491,0.016688857515647155
63796,0.004460727406152001
63799,0.02212076344948423
63802,0.003944858607704935
63812,0.011734781431857463
64127,0.005217286422647141
64449,0.023504013877421816
64771,0.004905936149348714
65082,0.012216396658956633
65399,0.004983021900205269
66039,0.012216396658956633
66048,0.00516877719909618
71758,0.025788803492406878
72077,0.012216396658956633
72087,0.012216396658956633
72405,0.020493494044864412
72723,0.004730022375662904
72735,0.006056193967106083
73046,0.012779011400774308
73682,0.004158497751548519
73694,0.004341649850863975
73696,0.025138755353350025
74317,0.022634505598544633
74974,0.013607251679789758
75286,0.0047432597776600055
75605,0.005454286625391218
75612,0.012019733856550939
75929,0.011960671076599606
76239,0.004772447033181567
71471,0.004546261805094874
71776,0.005031125139808435
71779,0.012216396658956633
72112,0.004246715497799925
72417,0.004232562124270137
72420,0.006059884570370233
72425,0.024342054618576633
73073,0.004618044210091663
73393,0.005090683719759532
73714,0.01460169318868268
74337,0.02612292456683533
74347,0.004512223567720181
74354,0.023337236054248978
74666,0.003594926937226239
74667,0.012216396658956633
74990,0.030891005800956467
75949,0.00669565346680196
75952,0.0048725847203622335
71486,0.028393027871152225
71805,0.021742872306295142
71813,0.021647044071483705
72130,0.004468693372614347
72437,0.005293785415025493
82469,0.012216396658956633
82788,0.004649774166150932
82793,0.012019733856550939
83111,0.011956261389423621
83113,0.011667849405490266
83420,0.025854415185697952
83425,0.005996359957818323
83428,0.012216396658956633
83433,0.005313140608574457
83759,0.023434678003644252
84381,0.020227015230140245
84709,0.021449803739460073
85024,0.028966034658286854
85026,0.014050549055952804
85671,0.021959354548656686
35158,0.0049937306194057195
34851,0.00455653845518103
34853,0.022217243171917894
34859,0.005768826080997766
35162,0.006545600498517975
35165,0.012019733856550939
34865,0.004481446494340246
34877,0.0179383329605962
34898,0.003890777175498321
35203,0.00648331500799748
34902,0.006573268054028869
34907,0.004568799540849907
34930,0.023627755379220298
34939,0.004052699787953653
35249,0.02441807644505566
35561,0.0039888480424444105
35568,0.012019733856550939
35572,0.004093293184606307
35574,0.012041343715667494
35575,0.006065096162873642
35889,0.012019733856550939
35583,0.004114281103367693
35587,0.00608064945911621
35597,0.0072671531242479714
35900,0.004108561430362296
35602,0.027311272755323503
35606,0.021206192838582282
35922,0.004382261305160944
35936,0.00404711483418312
41020,0.024980060947464078
41028,0.020880638219871468
41344,0.005732860837022397
41666,0.012625635952495563
42319,0.023704029550249604
42634,0.012895992300769939
42944,0.01996554911145719
42952,0.005484952570079764
42954,0.0037400457331821955
43274,0.004283078960599463
43582,0.012019733856550939
43590,0.005289104048270904
43594,0.031687749299510445
43909,0.01893276125430932
43917,0.02766009635829397
44561,0.005842454608237904
45202,0.025681871861797722
45210,0.004061861056193727
41684,0.02578917214927231
41691,0.0039046037368746854
42333,0.0083013515261566
42660,0.0058796361678834334
42963,0.005381906371845173
42979,0.005862404667138277
43287,0.004306716943998114
44582,0.012216396658956633
45233,0.004956649255205718
45544,0.007946918602820116
45550,0.004085612238048618
40729,0.0044238402813768715
41379,0.012731257547017634
41395,0.022120532666630156
4332,0.0039025350568325213
4346,0.005429849242036539
4044,0.030326028211569322
5031,0.01624721987337081
5033,0.003668199333424498
5057,0.023948543969299473
4737,0.015500989396596972
5067,0.021808910218855178
4757,0.0036430611420270455
4758,0.012216396658956633
4762,0.011575790209618244
4780,0.012216396658956633
5183,0.011685674810205944
5191,0.007577595877588315
5198,0.012216396658956633
4802,0.014156150151107752
5126,0.012216396658956633
5132,0.020519965026412807
4830,0.025443383643322506
5154,0.017968900445492004
4854,0.012216396658956633
4861,0.004981112461287923
5180,0.005403584501789599
4574,0.004691523265214278
4896,0.005030663966611718
4592,0.004928171110474937
4599,0.004628223964689072
4914,0.02212298132937129
4604,0.005585217074709299
4932,0.008022255858713835
4623,0.007880886674526008
4633,0.027969961364574025
4636,0.005644014651268112
4944,0.003693403218474601
4949,0.01187987198335182
4644,0.012216396658956633
4977,0.019924068088749924
4674,0.012216396658956633
4986,0.007334978274770828
4683,0.0039773233346062295
4686,0.0035131276954949195
4691,0.004893957958406347
4700,0.022694960383838607
5018,0.0038884803727239985
5341,0.017287440528706486
5646,0.025944901727171055
5647,0.012216396658956633
5649,0.005774927480731197
5661,0.004726403758561857
5671,0.02725057257675318
5677,0.023718329554098413
5375,0.006012091098197131
5396,0.01261726589699134
5410,0.004211567385671003
5411,0.00429017875405364
5714,0.02402391327083669
5427,0.004763135949590277
5436,0.0066850452970554485
5725,0.021343287896600446
5733,0.02111606136570267
5454,0.03443950797444347
10241,0.003558663321608582
10566,0.0055270745882303645
10579,0.004248130928073931
929,0.006255932982004914
935,0.026743867736878087
1261,0.003135544831059587
951,0.0059177810785500185
952,0.012019733856550939
955,0.006536542604887221
1295,0.02910709348082216
966,0.0036494908444519697
974,0.006662622889272696
1305,0.004782032638358475
995,0.023987074735311056
998,0.004030444249824931
1403,0.028677038426838216
1001,0.009365840474381257
1009,0.008054044948886748
1338,0.02848506240625718
1029,0.012216396658956633
1053,0.005455315878362966
1062,0.003586043188422776
1067,0.005060432920938291
1071,0.004574608873839812
9957,0.007517002728353416
9960,0.02405949190548555
9671,0.012019733856550939
9680,0.0233136740694211
9982,0.027484510266940362
9700,0.020018360175747308
9712,0.012375587140769565
10023,0.02533948456284764
10042,0.006569813206008363
10043,0.005780621349642567
10048,0.02413090552224799
10049,0.003743787411068343
10054,0.003682990807468839
10057,0.004302976824714883
10388,0.0036628001516794007
10396,0.0051220583935325265
10700,0.004440890992114436
10716,0.012216396658956633
10418,0.004760213739783495
10730,0.02333679005191199
10733,0.00500749029326994
10429,0.023761641422926468
10844,0.003771620698284568
10856,0.004631088240207392
10448,0.0036830229285618843
10451,0.004691437700967799
10458,0.00619549790804861
10743,0.004666256709721868
10753,0.003777106093741646
10756,0.004119324621107935
10465,0.02365581381628401
10488,0.022714457672626642
10490,0.006075313686560763
10495,0.012216396658956633
10510,0.005306290948882071
10818,0.006075309835356487
10531,0.004050129598495081
10823,0.004190875299245229
10544,0.02469343190860887
10553,0.004175452652535644
31437,0.0038813108481916816
31442,0.004109711506282678
31451,0.01883118491261327
31453,0.0353909564871801
31143,0.019646981445108416
31146,0.004676691246211859
31149,0.012019733856550939
31460,0.011688227354992729
31466,0.026862954755581314
31472,0.012216396658956633
31788,0.004915718382545485
32113,0.012216396658956633
31807,0.006648957147594493
32122,0.0051735288137196985
32127,0.004007976205028188
31820,0.0054653905616643345
31832,0.012216396658956633
32267,0.00557096790408442
31860,0.005134720604977907
31873,0.018266764700034036
32168,0.02204519175031706
32177,0.012019733856550939
31882,0.01246310948000326
31896,0.02463992445574834
31910,0.005529612974432145
32211,0.0259313199641099
32232,0.025987498404046502
31943,0.012216396658956633
31950,0.00787660547851805
32243,0.030951265953816497
31966,0.006288172458555556
31976,0.022348836389593812
31666,0.004760782626114172
31674,0.004918479802061361
31989,0.022245890797443577
31990,0.004967483036990209
31991,0.012685544301583352
31997,0.004863299716778965
31692,0.012216396658956633
31719,0.004001287567808605
31723,0.023943283773611813
32039,0.0051136635197887
32042,0.004698053458226309
31739,0.012216396658956633
32061,0.0045092814661234805
32062,0.004363581202726217
44333,0.005809344897179526
44656,0.0056613751111749605
44658,0.01254329118228301
44976,0.006008252096839519
44990,0.012216396658956633
45312,0.007615029587798999
45644,0.005712454935460894
41146,0.012216396658956633
41459,0.02452089044601799
41462,0.006537978176445017
41787,0.0042523529050211804
42422,0.02383533243997714
42743,0.004928582849385646
43076,0.005520000168455012
44350,0.004512580526219294
44353,0.00414278520650063
44356,0.007035352767416261
25163,0.012019733856550939
25490,0.011412247251950357
25811,0.012216396658956633
25501,0.011984965508779722
25502,0.0036843311322451774
25505,0.003781195869101535
25835,0.0073468746704898604
25966,0.00384636977159981
25973,0.0046990911796702586
25570,0.004300499749044313
25862,0.004876166728731131
25871,0.004077102280291009
25877,0.005096287572491302
34738,0.004154686456961938
34445,0.00696418738534363
34447,0.004272691193349594
34754,0.01294687730880954
34764,0.03422982986643493
34772,0.019944790836298843
34775,0.0036337562634974284
34484,0.004477375358748797
34180,0.02088212636834257
34199,0.012326374176143308
34527,0.012216396658956633
34226,0.02435269285629944
34555,0.004984101029842729
34243,0.016348517333718546
34252,0.006110742286923401
34267,0.004778662697982867
34276,0.022293822219815657
34584,0.005567458317463926
34283,0.012216396658956633
34290,0.0066686467223976125
34291,0.004704335326021788
34295,0.025497581361818948
34599,0.005585943991270152
34603,0.02568665285384428
35267,0.012784986371258508
35270,0.006189331643942299
35279,0.01859541127158237
35300,0.0059901574251908845
34981,0.0047998327361102955
35338,0.02367232399289775
35425,0.021132221783597145
35426,0.011427096491826808
35432,0.026717918802834518
35022,0.024887687922838457
35347,0.005908833015995835
35062,0.030345488003571938
35072,0.004403156866963825
35104,0.0071473815499322945
35106,0.011927306688700023
35114,0.004796763307236911
35131,0.006380597316714899
21744,0.006336593675155038
21754,0.011774138351558898
21784,0.005576118275869997
22088,0.005509922238414227
22095,0.003913222901612942
21806,0.019796087514794385
21811,0.005410258008786229
22099,0.022028168875738767
22104,0.024153552984536513
21819,0.012216396658956633
21822,0.004550147152089975
21834,0.013675023318081072
21858,0.025388302439966474
21862,0.023006375964189738
21875,0.006091789597163257
22163,0.0037447504541240685
21909,0.005428469822057503
21910,0.016642485956888026
21913,0.023531005667246817
21650,0.004633931661362212
21966,0.004101541406362066
21977,0.012019733856550939
21662,0.005317201756679177
21665,0.004443267813183654
21668,0.0049599294979364335
21683,0.005696422276463016
21697,0.019694947167125366
22665,0.006454831454635864
31548,0.017578809582668293
31553,0.0056996324365881515
31555,0.006827242470378647
31232,0.005462215498226034
31647,0.014479577161757691
31243,0.006024125207704101
31266,0.017865948863827006
31274,0.0055205546528154835
31590,0.005626789098699969
31294,0.005773593144558134
31296,0.02096759949477551
31600,0.005122974957395399
31314,0.003900994691334252
31358,0.0051635994301871555
31369,0.004657077889303727
31376,0.0036592323026181117
31070,0.004425417148630759
31382,0.005293706970968645
31385,0.006349050407422574
31393,0.005739408656620006
31086,0.0068071044594249465
31114,0.004843466874124045
12861,0.004423933611354151
13182,0.012216396658956633
13185,0.005778422445941788
13190,0.004703368371431456
13194,0.03105972496196447
13536,0.012216396658956633
13542,0.005202230061696801
13559,0.00491468439232712
13600,0.004781257634997253
13608,0.02198065782509756
13922,0.005514581425167185
13934,0.012377043756189797
13634,0.005180927284009406
13948,0.028419817033313585
13961,0.0432153196610171
13973,0.029030616486360253
13976,0.00544785529553369
13987,0.0071347204300057756
13989,0.006281695301110279
13993,0.004468983148974211
13685,0.0066356371854988955
13397,0.017146127022788876
13714,0.00502147850932098
13408,0.006334743877655236
13416,0.025399546013178884
13734,0.012166458786230685
13429,0.012216396658956633
13743,0.0059812026485183455
13745,0.0047080974392009756
13440,0.022143327587788007
13455,0.004745548357362034
13461,0.012019733856550939
13469,0.024379185575945598
13780,0.004542984431912144
13483,0.0043242745488372624
13486,0.0037718586002633663
13805,0.029410958772461533
13503,0.007405199376990967
13821,0.004664528528197579
14154,0.0055818319858967486
14463,0.02789073674454206
14464,0.006084969205757639
14467,0.0036959817890245294
14484,0.00557506563944033
14494,0.012516355251699354
14182,0.023646021686985024
14513,0.006046772950571063
14517,0.012216396658956633
14200,0.004922982112212604
14230,0.012216396658956633
14533,0.006587213191461558
14536,0.022462653026214193
14245,0.024958248792533846
14246,0.006951134005270971
14260,0.0057456777458104215
14263,0.04490205938964902
14571,0.012216396658956633
14574,0.004169551030359727
14278,0.005047077624628873
14279,0.007648424094672478
14585,0.021087243018101973
14589,0.02892407047721024
14590,0.00427710462211759
3494,0.012160041470465115
3497,0.004409025177762603
3824,0.005304312123044222
3839,0.012216396658956633
3513,0.024812347082534426
3937,0.004256077204034009
3532,0.004646970463584002
3533,0.005529702463200379
3537,0.024574122818477623
3848,0.012216396658956633
3543,0.024807887921333805
3549,0.02674567536418045
3553,0.004591890935845624
3871,0.0059537823882708715
3880,0.004603200142950192
3568,0.02421885449042698
3573,0.007907749078001054
3898,0.02850980934024177
3585,0.004737387733746232
3591,0.012216396658956633
3313,0.022349630120378404
3628,0.013174136947611322
3356,0.005123437768798822
3666,0.00494100413186869
3390,0.0050332728873965175
3704,0.0044009481874459026
3719,0.0036179302010859882
3406,0.012216396658956633
3722,0.021610982003533574
3438,0.02304557907060419
3743,0.004446890228004582
3751,0.004294966153094991
4386,0.00628811355811236
4081,0.01753699347145321
4084,0.004027195228633889
4086,0.021692936648176488
4407,0.012216396658956633
4420,0.012019733856550939
4106,0.00656045282913924
4108,0.006318515668787794
4113,0.025945254483075796
4114,0.004210948914758084
4429,0.005475190365377679
4433,0.025572111040701978
4124,0.005703115458907579
4145,0.024875585189723295
4465,0.012216396658956633
4218,0.0035583947162781027
4504,0.004791368195361247
4520,0.012216396658956633
4523,0.008354286722650029
4249,0.004861056176978626
3946,0.00388356215584847
3950,0.006573321227734073
4293,0.007875465560904057
5752,0.012216396658956633
5470,0.007581630373328638
5775,0.004375883071440309
5777,0.004686621554211324
5492,0.005583071291590383
5494,0.023873327758695363
5495,0.004654631487416217
5788,0.024421768422367485
5793,0.012019733856550939
14054,0.024623465877725858
14057,0.011379778743947104
14398,0.004003374936786943
14416,0.006029652652085292
14098,0.004494423282421641
14100,0.012216396658956633
14103,0.00511294871653273
14106,0.005611644219185875
14421,0.012216396658956633
14426,0.02551722386828009
14430,0.012818220733752158
14128,0.007843887425254319
14130,0.022643441193654572
15110,0.004802871977091052
14789,0.012961044311529899
14793,0.005009994201090609
15120,0.005603636846499159
15128,0.004407670708138337
15138,0.004650421933801861
14849,0.003591705286444479
14853,0.003954111725927002
14859,0.0036329586132242517
15199,0.009213840373483136
14903,0.0050111572525825794
14929,0.004008821774035305
14935,0.03243523380432967
15253,0.004459091383461305
14937,0.003944805668974708
14949,0.005920053099752614
14951,0.006187143608729101
14676,0.012216396658956633
15000,0.006247869992086733
15014,0.003427832248593422
14712,0.006987999611503883
15022,0.006784250281987399
15037,0.012610209771594192
15041,0.0046605264139784625
14753,0.0039019929798609055
15062,0.00499143772796571
15072,0.004183993938118174
14772,0.025967947548156498
14775,0.005534025263327285
15736,0.004071091141223471
15421,0.004077765805160558
15424,0.024968910972560442
15437,0.011587212148647356
15752,0.021186826783457475
15755,0.012019733856550939
2158,0.00436878721056411
2160,0.006692459465234125
2161,0.004879074044316959
2490,0.012216396658956633
2493,0.02011370776279685
2497,0.02681765286531143
3120,0.003951264874586843
3123,0.004964497341227653
2830,0.012216396658956633
3145,0.007316723032172779
2871,0.005874747122238029
3282,0.006663557784462532
3288,0.0038069975166611955
2883,0.004711510920999113
3187,0.01189448151540491
2904,0.026305077031357777
2909,0.003969049245170396
3205,0.012216396658956633
3234,0.004479210440717383
3244,0.004022769237439458
3245,0.006985616290293634
3248,0.027710330276290062
2960,0.012019733856550939
2964,0.023766643187904207
3260,0.004868384402881077
3275,0.005638041497667795
3279,0.02235192332252481
2984,0.00628102206037722
2987,0.005337933514600836
2992,0.0050309909919749665
2708,0.0053813060688626705
2718,0.005026805352541946
3022,0.0060205044644942
3036,0.005013557225381046
2720,0.0048087187940161905
2735,0.004173313080618549
3053,0.003421509642625908
3060,0.012216396658956633
3071,0.026279170559765197
3760,0.005711447776540291
12309,0.004511676427666334
12322,0.02820410377234484
12352,0.005160434413110767
12692,0.003567474509701787
12382,0.012216396658956633
12703,0.00400761176778937
12710,0.004221415052169108
12727,0.0038171685135730965
12428,0.0065557624685927355
12444,0.005342475625629761
12447,0.028053092793655157
12451,0.024927731907159974
77557,0.004128200304270472
78505,0.012216396658956633
78821,0.0036003097434821347
79784,0.0040482623931602894
80100,0.005889327288263456
80423,0.005842043825575892
80437,0.02977346683589639
80750,0.022623430359846545
81060,0.00900992349039287
81068,0.005417662260073663
81075,0.0038234566357721197
81381,0.012216396658956633
76604,0.004904665899782691
77252,0.003695859570435174
77562,0.004208989629196852
78212,0.005271771470880594
78214,0.03694871566861997
78518,0.013625514642543655
78520,0.010985761759851595
78521,0.022488990404662953
78857,0.004872425549231573
79163,0.0048188545734586434
79803,0.0034064968538948634
80123,0.0035684811803888333
80136,0.0298294605273417
80138,0.003707124736892971
80450,0.006022770886499824
80454,0.00437026003435117
80455,0.025143271975393375
80457,0.03337829679939991
81401,0.004834313633115273
2266,0.005393520478721426
2595,0.011987253428658329
2289,0.00524657009759799
2609,0.004505942688628205
2611,0.012216396658956633
2613,0.003802063631494006
2616,0.00455059953812948
2628,0.004953012629240813
2654,0.004827254179576482
2346,0.005011146277490943
2356,0.004491730421647936
2057,0.012216396658956633
2364,0.02310369824563619
2372,0.007496621907803478
2083,0.012216396658956633
2115,0.003660674557484638
2116,0.004307183915033685
2117,0.00697239387935682
2442,0.02124416419695031
2454,0.00494356270399741
2147,0.0038004411054403165
71153,0.007716116756821271
66365,0.007707420213814752
66998,0.0053399841451367835
67003,0.0035214020199647094
67007,0.029379898588377
67012,0.005273946479284244
67317,0.02969734940168411
57463,0.004943298036072008
58098,0.0048312183392424865
58105,0.0051218047962355
58414,0.004515768192351113
58420,0.027896495332872417
58746,0.012216396658956633
59061,0.012216396658956633
59068,0.04129763652792627
59375,0.012216396658956633
59376,0.005108656647095442
59387,0.005104594105804582
59700,0.012019733856550939
60026,0.006994583728431923
60028,0.006713082550787593
60348,0.013713479162856292
60655,0.004504084182544158
60657,0.012216396658956633
60973,0.02468349692506455
56201,0.023573539717662566
56525,0.005135194748380567
56837,0.005718133236218793
56843,0.0037881257487594284
56845,0.00395375498512075
57164,0.012216396658956633
57805,0.005184200565858999
57806,0.004057500462197931
57808,0.006999257889502166
58111,0.005618242617687676
58436,0.02988512119956964
58447,0.004049183797470727
58751,0.021524632374896525
59073,0.005019119682720982
59396,0.006365723339047563
59405,0.012216396658956633
59716,0.011922166175428926
60037,0.004626561582162249
60045,0.012216396658956633
60357,0.005684095060347754
60363,0.003970691641877616
60672,0.03660196965992089
60684,0.012216396658956633
60687,0.0067471757367991
61006,0.0031294412857833164
56220,0.0060262686327895625
56222,0.004510090920084586
56539,0.0037030829201923853
56540,0.004593227284934951
56548,0.005857137345721257
57497,0.004269198049753705
57509,0.012216396658956633
57821,0.006268766151821333
58135,0.004098452772834089
58458,0.012216396658956633
58790,0.021750127527910345
59424,0.011592416871054747
59425,0.005915506344547492
65474,0.0036833124367165447
65484,0.005245482590947371
65797,0.004543860639040723
65810,0.0055399689526220855
65812,0.004651878352165045
70503,0.012216396658956633
70505,0.004038616642704209
70825,0.00549729043920062
70831,0.004151582994821544
70832,0.006098003284578297
32454,0.006755999409009632
32781,0.025459225516151592
32789,0.0067879445340548
32812,0.0050222108372645355
32506,0.0051868165569552704
32512,0.006577251724751453
32844,0.006514139436891903
32845,0.02457633222038568
